Unknown,41.875
"Native American, Other",44
Korean,40
,NaN
Black,46.24227441285538
Other,36.275862068965516
Asian Indian,35.95238095238095
"Asian, Other",36.083333333333336
American Indian or Alaska Native,22
White,46.242274
Other Asian,41.333333333333336
Hawaiian,58
Chinese,24
Black or African American,48.193661971830984
